card_id,player,year,brand,set,parallel,serial,grade,current_value,current_basis,CARDLADDER_LAST_SOLD,SALE_DATE
IMG_4947:2,Aaron Judge,,Bowman,Chrome Electric Sluggers,,,,15,est,,
IMG_4948:4,Patrick Mahomes II,,Topps,Chrome Light Speed,,,,15,est,,
IMG_4953:2,Anthony Edwards,2025,Panini,NBA Hoops All-Star,Holo,,,15,est,,
IMG_4857:2,Rickey Henderson,1994,Bowman,Bowman's Best,Red,,PSA 8 NM-MT,13,sticker,,
IMG_4831:3,Kevin McHale,1986-87,Fleer,Super Star Sticker,,,,12,est,,
IMG_4844:1,Lawrence Taylor,1982,Topps,NFC All Pro,,,,12,est,,
IMG_4864:4,Bo Jackson,1988,Fleer,,,,,12,est,,
IMG_4880:1,Celtics player (confirm),1981-82,Topps,Super Action,,,,12,est,,
IMG_4880:2,Wes Unseld,1978-79,Topps,,,,,12,est,,
IMG_4880:3,Mike Gale,1978-79,Topps,,,,,12,est,,
IMG_4880:4,Dan Issel,1978-79,Topps,,,,,12,est,,
IMG_4880:5,Magic Johnson,1981-82,Topps,,,,,12,est,,
IMG_4880:6,Pete Maravich,1978-79,Topps,,,,,12,est,,
IMG_4881:1,Jo Jo White,1978-79,Topps,,,,,12,est,,
IMG_4881:2,Bill Walton,1978-79,Topps,,,,,12,est,,
IMG_4838:1,James Bouknight,,Panini,Origins,,,,11,sticker,,
IMG_4836:3,Dylan Crews,,Panini,Signatures,,08/99,,10,sticker,,
IMG_4843:1,Caleb Williams,,Topps,Class Action,Red,215/299,,10,est,,
IMG_4869:2,Liam McNeeley,2025,Topps,(Round 1 Pick 29),Green,074/150,,10,est,,
IMG_4883:1,RJ Davis,2025,Signature Series,,,075/199,,10,est,,
IMG_4883:4,Dirk Nowitzki,,Signature Series,,,165/199,,10,est,,
IMG_4915:5,Juwan Howard,,Upper Deck,High Court,,0074/1300,,10,est,,
IMG_4915:6,Cavaliers rookie (confirm),2025,Topps,(Round 1 Pick),Purple,020/100,,10,est,,
IMG_4919:4,Khris Middleton,,Topps,(Round 2 Pick 39),,202/250,,10,est,,
IMG_4919:5,Ron Holland II,2024,Topps,(Round 1 Pick 5),Purple,038/100,,10,est,,
IMG_4919:6,Adou Thiero,2025,Topps,(Round 1 Pick 36),Teal,116/225,,10,est,,
IMG_4925:1,Cameron Jordan,,Topps,Chrome,Blue Wave,035/150,,10,est,,
IMG_4946:4,Tyler Bremner,2025,Donruss,Elite Prospects,,060/150,,10,est,,
IMG_4849:1,Patrick Mahomes II,,Panini,Mosaic Swagger,,,,8,sticker,,
IMG_4846:2,Anthony Davis,,Donruss,Optic,Purple,,,8,sticker,,
IMG_4814:4,VJ Edgecombe,2025,Topps,Chrome Fanatical,,,,6,est,,
IMG_4818:5,Yoshinobu Yamamoto,2024,Topps,Chrome Sapphire,Blue,,,6,est,,
IMG_4822:2,Justin Herbert,,Panini,Prizm Black,Black,,,6,est,,
IMG_4824:4,Rome Odunze,,Donruss,Downtown,Downtown SSP,,,6,est,,
IMG_4825:6,Puka Nacua,,Panini,Select,Blue,,,6,est,,
IMG_4826:1,Bo Nix,,Panini,Mosaic Kaleidoscope,Kaleidoscope,,,6,est,,
IMG_4831:6,Cam Ward,2025,Topps,Chrome,,,,6,est,,
IMG_4833:6,Jameson Williams,,Panini,Classics Rookies,Gold,,,6,est,,
IMG_4838:7,Aidan Hutchinson,,Panini,Mosaic,Red/Disco,,,6,est,,
IMG_4838:8,Isaac TeSlaa,,Donruss,Optic Rated Rookie,Green,,,6,est,,
IMG_4841:4,Brice Matthews,,Donruss,,,,,6,est,,
IMG_4843:2,Quinshon Judkins,,Panini,Prizm,Orange,,,6,est,,
IMG_4843:6,Caleb Williams,,Topps,Chrome,Xfractor,,,6,est,,
IMG_4845:1,Tim Tebow,2010,Topps,Chrome,,,,6,est,,
IMG_4848:1,Jaxson Dart,2025,Panini,Phoenix,,,,6,est,,
IMG_4848:7,Malik Nabers,2024,Panini,Prizm,Pink,,,6,est,,
IMG_4858:2,Trey Benson,,Topps,Chrome,,,,6,est,,
IMG_4858:6,Brock Bowers,,Panini,Edge,Green,,,6,est,,
IMG_4859:5,Bo Nix,,Topps,Chrome,Xfractor,,,6,est,,
IMG_4860:1,Emeka Egbuka,2025,Panini,Prizm,,,,6,est,,
IMG_4860:2,Malaki Starks,2025,Panini,Select,,,,6,est,,
IMG_4862:1,Bubba Chandler,,Donruss,Diamond Marvels,,,,6,est,,
IMG_4862:3,Roman Anthony,,Bowman,Sterling Chrome,,,,6,est,,
IMG_4863:4,Chase Burns,2026,Topps,Chrome (Big Ticket Player),,,,6,est,,
IMG_4863:5,Kevin McGonigle,,Donruss,Elite Prospects,,,,6,est,,
IMG_4865:3,Drake Maye,,Topps,Chrome,Xfractor,,,6,est,,
IMG_4866:2,Ace Bailey,2025,Topps,Pure,,,,6,est,,
IMG_4867:1,Vlad Goldin,2025,Signature Series,,,,,6,est,,
IMG_4867:2,Kon Knueppel,2025,Panini,NBA Hoops Next Episode,,,,6,est,,
IMG_4867:3,Neoklis Avdalas,2025,Donruss,Rated Rookie,Green,,,6,est,,
IMG_4867:4,Jamir Watkins,2025,Donruss,Rated Rookie,Green,,,6,est,,
IMG_4867:5,Jamir Watkins,2025,Bowman,Chrome,,,,6,est,,
IMG_4868:4,Kayson Cunningham,,Donruss,Optic Rated Prospect,Orange,,,6,est,,
IMG_4868:5,Ryan Sloan,,Donruss,Rated Prospect,,,,6,est,,
IMG_4869:6,VJ Edgecombe,2025,Panini,NBA Hoops,,,,6,est,,
IMG_4870:1,Jalen Milroe,2025,Panini,Mosaic Notoriety,,,,6,est,,
IMG_4870:2,Oluwafemi Oladejo,2025,Panini,Absolute,,,,6,est,,
IMG_4870:5,AJ McCarron,,Panini,Prizm,,,,6,est,,
IMG_4871:3,Shedeur Sanders,2025,Panini,Mosaic Notoriety,,,,6,est,,
IMG_4872:4,Cam Skattebo,2025,Panini,Mosaic,Silver,,,6,est,,
IMG_4872:6,Bijan Robinson,,Panini,Select,,,,6,est,,
IMG_4873:2,C.J. Stroud,2023,Panini,Select,,,,6,est,,
IMG_4874:1,Abdul Carter,2025,Topps,Chrome Power Players,,,,6,est,,
IMG_4874:3,Michael Penix Jr.,,Topps,Chrome,Blue Refractor,,,6,est,,
IMG_4874:5,Travis Hunter,2025,Topps,Chrome Power Players,,,,6,est,,
IMG_4875:1,Cam Ward,2025,Topps,Chrome,Refractor,,,6,est,,
IMG_4875:3,Travis Hunter,2025,Donruss,Rookies (White Hot),,,,6,est,,
IMG_4875:4,Michael Penix Jr.,,Panini,Mosaic NFL Debut,Pink Camo,,,6,est,,
IMG_4876:2,Keon Johnson,,Panini,Origins,,,,6,est,,
IMG_4876:3,Ben Saraf,2025,Topps,Midnight,,,,6,est,,
IMG_4882:3,Jaylen Wells,,Panini,Prizm,Red,,,6,est,,
IMG_4884:6,Noah Vonleh,2014,Panini,Prizm,,,,6,est,,
IMG_4886:1,Tyrese Proctor,2025,Topps,Unfazed,,,,6,est,,
IMG_4888:3,Ron Holland II,2024,Panini,Select Rookie Revolution,,,,6,est,,
IMG_4888:4,T.J. Warren,2014,Panini,Prizm,,,,6,est,,
IMG_4889:1,VJ Edgecombe,2025,Topps,(Round 1 Pick 3),,,,6,est,,
IMG_4890:1,Ron Holland II,2024,Panini,Prizm,Red Sparkle,,,6,est,,
IMG_4891:1,Luther Burden III,2025,Panini,Prizm Prizmatic,,,,6,est,,
IMG_4891:2,Jalen McMillan,2024,Donruss,Optic Rated Rookie,Blue,,,6,est,,
IMG_4892:3,Mitch Voit,,Donruss,Optic Rated Prospect,Orange,,,6,est,,
IMG_4893:1,Brice Matthews,,Topps,Chrome,Negative,,,6,est,,
IMG_4893:6,Chase DeLauter,,Donruss,Unleashed,,,,6,est,,
IMG_4894:2,Kevin McGonigle,,Donruss,Rated Prospect,,,,6,est,,
IMG_4899:5,Matas Buzelis,2024,Panini,Prizm Groovy,Pink,,,6,est,,
IMG_4903:1,Jac Caglianone,2025,Bowman,Sterling Chrome,,,,6,est,,
IMG_4905:1,Kon Knueppel,2025,Topps,Chrome,,,,6,est,,
IMG_4907:2,Cam Schlittler,,Topps,Finest,,,,6,est,,
IMG_4907:4,Munetaka Murakami,,Topps,Finest,,,,6,est,,
IMG_4908:3,Ceddanne Rafaela,,Topps,Stars of MLB,,,,6,est,,
IMG_4909:1,Nolan McLean,,Topps,Finest Arrivals,,,,6,est,,
IMG_4909:6,Kevin McGonigle,,Topps,Finest Arrivals,,,,6,est,,
IMG_4910:1,Sal Stewart,,Topps,Finest Arrivals,,,,6,est,,
IMG_4910:5,JJ Wetherholt,,Topps,Finest,,,,6,est,,
IMG_4911:7,Cole Young,,Topps,Finest Arrivals,,,,6,est,,
IMG_4912:1,Tim James,1999,Fleer,Tradition,,,,6,est,,
IMG_4912:4,Aleksandar Radojevic,1999,Fleer,Tradition,,,,6,est,,
IMG_4912:5,Trajan Langdon,1999,Fleer,Tradition,,,,6,est,,
IMG_4912:6,Richard Hamilton,1999,Fleer,Tradition,,,,6,est,,
IMG_4913:3,Jonathan Bender,1999,Fleer,Tradition,,,,6,est,,
IMG_4914:2,William Avery,1999,Fleer,Tradition,,,,6,est,,
IMG_4915:2,Andre Miller,1999,Fleer,Tradition,,,,6,est,,
IMG_4915:3,Aleksandar Radojevic,1999,Fleer,Tradition,,,,6,est,,
IMG_4917:2,Kenny Thomas,1999,Fleer,Tradition,,,,6,est,,
IMG_4918:1,Keith Van Horn,,Upper Deck,Home Court Advantage,,,,6,est,,
IMG_4919:1,Dylan Harper,2025,Topps,(Round 1 Pick 2),,,,6,est,,
IMG_4920:3,KJ Simpson Jr.,,Panini,Prizm,Blue Sparkle,,,6,est,,
IMG_4921:3,Shawn Marion,1999,Fleer,Tradition Dream Scene,,,,6,est,,
IMG_4921:5,Larry Hughes,,Upper Deck,Pros & Prospects ProActive,,,,6,est,,
IMG_4922:1,Lamar Odom,1999,Fleer,Tradition,,,,6,est,,
IMG_4922:4,Ron Artest,1999,Fleer,Tradition,,,,6,est,,
IMG_4922:6,Andre Miller,1999,Fleer,Tradition,,,,6,est,,
IMG_4925:3,Tetairoa McMillan,2025,Topps,Rookie Wave,,,,6,est,,
IMG_4925:4,Pat Bryant,2025,Topps,Chrome,Xfractor,,,6,est,,
IMG_4925:5,Kaleb Johnson,2025,Topps,Chrome,,,,6,est,,
IMG_4925:6,Jalon Walker,2025,Donruss,Optic Rated Rookie,Pink,,,6,est,,
IMG_4926:1,DJ Giddens,2025,Donruss,Optic Rated Rookie,Pink,,,6,est,,
IMG_4926:4,Roschon Johnson,,Topps,Chrome,,,,6,est,,
IMG_4927:1,Bucky Irving,2024,Donruss,Optic Rated Rookie,,,,6,est,,
IMG_4927:3,Luther Burden III,2025,Panini,Elevate,,,,6,est,,
IMG_4927:4,Elijah Arroyo,2025,Topps,Chrome,,,,6,est,,
IMG_4927:6,Cam Ward,2025,Panini,Notoriety,,,,6,est,,
IMG_4928:4,Travis Hunter,2025,Panini,Mosaic Elevate,Blue,,,6,est,,
IMG_4928:6,Tyleik Williams,2025,Topps,Chrome,Xfractor,,,6,est,,
IMG_4929:2,Abdul Carter,2025,Panini,Mosaic Notoriety,,,,6,est,,
IMG_4930:2,Malaki Starks,2025,Topps,Chrome,Refractor,,,6,est,,
IMG_4931:1,Pat Bryant,2025,Topps,Chrome,,,,6,est,,
IMG_4931:2,Emeka Egbuka,2025,Panini,Prizm,,,,6,est,,
IMG_4931:5,Justin Herbert,2020,Panini,Mosaic,Red,,,6,est,,
IMG_4932:3,Shedeur Sanders,2025,Panini,Mosaic,Pink Camo,,,6,est,,
IMG_4932:4,Shedeur Sanders,2025,Panini,Mosaic,Green,,,6,est,,
IMG_4933:6,Matthew Golden,2025,Panini,Mosaic,Pink Camo,,,6,est,,
IMG_4933:8,Kaleb Johnson,2025,Panini,Mosaic,Pink Camo,,,6,est,,
IMG_4934:3,Jo Adell,,Bowman,,,,,6,est,,
IMG_4935:1,Caleb Williams,2024,Panini,Prizm,,,,6,est,,
IMG_4935:3,Ashton Jeanty,2025,Panini,Phoenix Thunderbirds,,,,6,est,,
IMG_4936:2,Walter Clayton Jr.,2025,Donruss,Rated Rookie,,,,6,est,,
IMG_4936:5,LaMelo Ball,2020,Panini,Prizm,Red Wave,,,6,est,,
IMG_4939:2,Kon Knueppel,2025,Panini,NBA Hoops,,,,6,est,,
IMG_4942:1,Emeka Egbuka,2025,Donruss,Optic Rated Rookie,Blue,,,6,est,,
IMG_4942:3,Shedeur Sanders,2025,Donruss,Optic Rated Rookie,Purple,,,6,est,,
IMG_4946:5,Chandler Simpson,,Donruss,Optic,Orange,,,6,est,,
IMG_4946:6,Cade Horton,,Donruss,,,,,6,est,,
IMG_4947:1,Bubba Chandler,,Bowman,Bowman's Best,,,,6,est,,
IMG_4948:2,Tyler Warren,2025,Donruss,Optic Rated Rookie,,,,6,est,,
IMG_4948:5,Jaxson Dart,2025,Panini,Phoenix Paragon,,,,6,est,,
IMG_4949:5,Kon Knueppel,2025,Topps,Chrome,,,,6,est,,
IMG_4950:2,Rome Odunze,2024,Panini,Absolute,,,,6,est,,
IMG_4950:3,Nick Emmanwori,2025,Donruss,Optic Rated Rookie,Blue,,,6,est,,
IMG_4951:2,Joan Beringer,2025,Panini,NBA Hoops Next Episode,,,,6,est,,
IMG_4952:3,Dillon Jones,2024,Panini,Prizm,,,,6,est,,
IMG_4955:1,Max Clark,,Bowman,Sterling Chrome,,,,6,est,,
IMG_4836:1,Aaron Donald,,Panini,Prizm,Checkerboard,,,5,sticker,,
IMG_4837:1,Justin Jefferson,,Panini,Fuzion,,,,5,sticker,,
IMG_4841:6,Brock Purdy,,Panini,Mosaic National Pride,,,,5,sticker,,
IMG_4847:5,Nick Kurtz,,Donruss,Elite Series,Gold,03/99,,5,sticker,,
IMG_4815:3,Magic Johnson,,Panini,Mosaic NBA Greats,Pink Camo,,,3,est,,
IMG_4821:1,Byron Buxton,,Panini,Prizm,Silver/Prizm,,,3,est,,
IMG_4821:2,Bryce Harper,,Topps,Home Field Advantage,,,,3,est,,
IMG_4821:4,Yoshinobu Yamamoto,,Topps,,,,,3,est,,
IMG_4822:5,Sam Darnold,,Panini,Select,,,,3,est,,
IMG_4824:2,Jordan Davis,,Panini,Select,Zebra,,,3,est,,
IMG_4830:2,Roberto Clemente,,Leaf,(sportscaster-style),,,,3,est,,
IMG_4831:1,Bam Adebayo,,Panini,Origins,Red,,,3,est,,
IMG_4832:2,Amon-Ra St. Brown,,Panini,Prizm,Pink,,,3,est,,
IMG_4832:3,Robert Quinn,,Panini,Mosaic,Gold,,,3,est,,
IMG_4833:2,Cade Cunningham,,Topps,Chrome Fanatical,,,,3,est,,
IMG_4834:2,Dawson Knox,,Panini,Mosaic,Gold,,,3,est,,
IMG_4834:4,DK Metcalf,,Panini,Mosaic,Disco/Silver,,,3,est,,
IMG_4835:5,Terrell Davis,,Panini,Mosaic,Silver,,,3,est,,
IMG_4840:6,Lamar Odom,,Skybox,E-X E-Xceptional,Green,,,3,est,,
IMG_4842:3,Justin Herbert,,Panini,Mosaic,Cracked Ice/Silver,,,3,est,,
IMG_4843:3,TJ Dillashaw,,Panini,Select UFC,,,,3,est,,
IMG_4844:6,David Montgomery,,Panini,Select,Zebra,,,3,est,,
IMG_4845:3,Jalen Brunson,,Topps,Chrome,Xfractor,,,3,est,,
IMG_4847:4,Travis Bazzana,,Bowman,Chrome Top 100,,,,3,est,,
IMG_4848:3,George Kittle,,Panini,Mosaic Got Game?,Gold,,,3,est,,
IMG_4858:1,Garrett Wilson,,Panini,Mosaic England Games,Green,,,3,est,,
IMG_4859:3,DeMarcus Ware,,Panini,Prizm,Silver,,,3,est,,
IMG_4859:4,Terrell Davis,,Panini,Prizm,Red,,,3,est,,
IMG_4859:6,C.J. Stroud,,Donruss,Optic Light It Up,,,,3,est,,
IMG_4860:3,Drake Maye / Stefon Diggs,,Topps,Paramount Pairings,,,,3,est,,
IMG_4860:4,Bo Nix / Courtland Sutton,,Topps,Paramount Pairings,,,,3,est,,
IMG_4860:6,Drake Maye,,Topps,Total Touchdowns,,,,3,est,,
IMG_4861:2,Shaquille O'Neal,1996-97,Fleer,Hardwood Leader,,,,3,est,,
IMG_4861:3,Scottie Pippen,,Upper Deck,,,,,3,est,,
IMG_4861:5,Shaquille O'Neal,,Upper Deck,Pros & Prospects ProActive,,,,3,est,,
IMG_4862:2,Roger Clemens / Trey Yesavage,,Donruss,Elite Back to the Future,,,,3,est,,
IMG_4863:2,Chipper Jones,,Donruss,Elite,,,,3,est,,
IMG_4863:3,Roberto Clemente,,Topps,(1963 refractor insert),,,,3,est,,
IMG_4863:6,Cam Smith,,Donruss,Elite,Gold,,,3,est,,
IMG_4864:1,Hank Aaron,,Topps,75th (1963 insert),,,,3,est,,
IMG_4864:2,Willie Mays,,Topps,75th (1963 insert),,,,3,est,,
IMG_4864:3,Elly De La Cruz,,Topps,Chrome 75th,,,,3,est,,
IMG_4864:5,Pete Rose,,Topps,75th (1963 insert),,,,3,est,,
IMG_4864:6,Albert Pujols,,Topps,Heritage,,,,3,est,,
IMG_4865:2,Brock Bowers,,Panini,Mosaic Numbers Matter,,,,3,est,,
IMG_4865:5,Ladd McConkey,,Topps,Chrome,Gold Xfractor,,,3,est,,
IMG_4866:1,Jalen Brunson,,Panini,NBA Hoops All-Star,Holo,,,3,est,,
IMG_4866:4,Karl Malone,,Panini,Prizm Representatives,,,,3,est,,
IMG_4866:6,Anthony Davis,,Panini,NBA Hoops Hoopers,,,,3,est,,
IMG_4868:2,Luke Keaschall,,Donruss,Unleashed,,,,3,est,,
IMG_4868:3,Albert Pujols,,Donruss,Bomb Squad,,,,3,est,,
IMG_4868:6,Whit Merrifield,,Topps,,Green,,,3,est,,
IMG_4869:1,Sam Jones,,Panini,Prizm,Gold,,,3,est,,
IMG_4869:3,Oscar Robertson,,Panini,Prizm,Blue,,,3,est,,
IMG_4869:4,Tyson Chandler,,Panini,Prizm,Purple,,,3,est,,
IMG_4869:5,Shaquille O'Neal,,Upper Deck,Pros & Prospects Star Command,,,,3,est,,
IMG_4870:3,Travis Etienne Jr.,,Panini,Gridiron Kings,,,,3,est,,
IMG_4870:4,Anquan Boldin,,Panini,Prizm,,,,3,est,,
IMG_4870:6,CeeDee Lamb,,Panini,Mosaic,Pink Camo,,,3,est,,
IMG_4871:1,Saquon Barkley,,Topps,Chrome All-Chrome,,,,3,est,,
IMG_4871:2,Dak Prescott,,Panini,Select,Silver,,,3,est,,
IMG_4871:4,Larry Fitzgerald,,Panini,Mosaic Epic Performers,Green/Red,,,3,est,,
IMG_4871:5,Peyton Manning,,Panini,Mosaic Men of Mastery,,,,3,est,,
IMG_4871:6,Alvin Kamara,,Panini,Mosaic Overdrive,,,,3,est,,
IMG_4872:1,Derrick Henry,,Panini,Mosaic Notoriety,Silver,,,3,est,,
IMG_4872:2,Justin Herbert,,Panini,Mosaic,Pink Camo,,,3,est,,
IMG_4872:3,Kyler Murray,,Panini,Mosaic,Pink Camo,,,3,est,,
IMG_4872:5,Calvin Johnson,,Panini,Mosaic Touchdown Masters,,,,3,est,,
IMG_4873:3,Dak Prescott,,Panini,Mosaic,Pink Camo,,,3,est,,
IMG_4873:4,Larry Fitzgerald,,Panini,Mosaic Touchdown Masters,,,,3,est,,
IMG_4874:4,Trey McBride,,Topps,(Round 2 Pick 23),,,,3,est,,
IMG_4874:6,Josh Downs,,Topps,Chrome,Gold Xfractor,,,3,est,,
IMG_4875:5,C.J. Stroud / Nico Collins,,Donruss,Optic Bash Brothers,,,,3,est,,
IMG_4876:1,Jason Kidd,,Topps,(The Game insert),,,,3,est,,
IMG_4876:6,Allen Iverson,,Topps,Chrome,,,,3,est,,
IMG_4877:1,Walker Kessler,,Panini,Limited,,,,3,est,,
IMG_4877:5,Anthony Davis,,Panini,Limited Star Factor,,,,3,est,,
IMG_4878:5,Allen Iverson,,Upper Deck,Pros & Prospects,,,,3,est,,
IMG_4879:1,Bulls player (confirm),2000-01,Upper Deck,Hardcourt Home Court Advantage,,,,3,est,,
IMG_4879:2,76ers player (confirm - Iverson?),2000-01,Upper Deck,Hardcourt,,,,3,est,,
IMG_4879:3,Zydrunas Ilgauskas,2000-01,Upper Deck,Hardcourt Home Court Advantage,,,,3,est,,
IMG_4879:4,Patrick Ewing,2000-01,Upper Deck,Hardcourt,,,,3,est,,
IMG_4882:1,Ivica Zubac,,Panini,Prizm,Red Sparkle,,,3,est,,
IMG_4882:2,Ben Simmons,,Panini,Prizm,Red Sparkle,,,3,est,,
IMG_4882:4,Jordan Hawkins,,Panini,Prizm,Red Sparkle,,,3,est,,
IMG_4882:5,Robert Williams III,,Panini,Prizm,Red Sparkle,,,3,est,,
IMG_4882:6,James Wiseman,,Panini,Prizm,Red Sparkle,,,3,est,,
IMG_4883:6,Kendrick Nunn,,Panini,Prizm,Red Sparkle,,,3,est,,
IMG_4884:1,Gerald Henderson,,Panini,Prizm,Blue,,,3,est,,
IMG_4884:2,Tim Duncan,,Upper Deck,Pros & Prospects,,,,3,est,,
IMG_4884:3,Marc Gasol,,Panini,Prizm,Blue,,,3,est,,
IMG_4884:4,Kenneth Faried,,Panini,Prizm,Gold/Red,,,3,est,,
IMG_4884:5,Tobias Harris,,Panini,Prizm,Blue,,,3,est,,
IMG_4885:1,Greg Monroe,,Panini,Prizm,Blue/Green,,,3,est,,
IMG_4885:2,Brook Lopez,,Panini,Prizm,Gold/Red,,,3,est,,
IMG_4885:3,Brandon Knight,,Panini,Prizm,Gold,,,3,est,,
IMG_4885:4,Chris Webber,,Upper Deck,Pros & Prospects ProActive,,,,3,est,,
IMG_4885:6,Vince Carter,,Upper Deck,Pros & Prospects,,,,3,est,,
IMG_4886:2,Jerry Sloan,,Panini,Prizm,,,,3,est,,
IMG_4886:3,Craig Ehlo,,Panini,Prizm,,,,3,est,,
IMG_4886:4,Kevin Durant,,Topps,(Round 1 Pick 2),,,,3,est,,
IMG_4886:5,Donovan Mitchell,,Topps,(Round 1 Pick 13),,,,3,est,,
IMG_4886:6,Jerry Stackhouse,,Upper Deck,Hardcourt,,,,3,est,,
IMG_4887:1,Clippers player #15 (confirm),,Upper Deck,Hardcourt,,,,3,est,,
IMG_4887:2,Scottie Pippen,,Upper Deck,Pros & Prospects,,,,3,est,,
IMG_4887:3,Chris Webber,,Upper Deck,Pros & Prospects Star Command,,,,3,est,,
IMG_4887:4,Rajon Rondo,,Panini,NBA Hoops,,,,3,est,,
IMG_4887:5,Dalton Knecht,2025,Panini,NBA Hoops All-Star,Holo,,,3,est,,
IMG_4887:6,Kevin Garnett,,Upper Deck,Hardcourt,,,,3,est,,
IMG_4888:1,Alperen Sengun,,Panini,NBA Hoops Playoffs,,,,3,est,,
IMG_4888:2,Marc Gasol,,Panini,Prizm Representatives,,,,3,est,,
IMG_4888:5,Keith Van Horn,,Upper Deck,Hardcourt,,,,3,est,,
IMG_4888:6,Patrick Ewing,,Topps,(Gallery/art),,,,3,est,,
IMG_4889:2,Michael Finley,,Panini,Prizm,,,,3,est,,
IMG_4889:4,Dennis Schroder,,Panini,Prizm,Blue,,,3,est,,
IMG_4889:5,Jason Terry,,Panini,Prizm,Green,,,3,est,,
IMG_4889:6,Patrick Ewing,,Panini,Prizm,,,,3,est,,
IMG_4890:2,Zach Collins,,Panini,Prizm,Red Sparkle,,,3,est,,
IMG_4890:3,Jameer Nelson,,Panini,Prizm,Gold,,,3,est,,
IMG_4890:4,Max Strus,,Panini,Prizm,Red Sparkle,,,3,est,,
IMG_4892:2,Spencer Turnbull,,Panini,Prizm,White Sparkle,,,3,est,,
IMG_4892:6,Sammy Sosa,,Donruss,Bomb Squad,,,,3,est,,
IMG_4893:2,Fernando Tatis Jr.,,Topps,Chrome Fanatical,,,,3,est,,
IMG_4893:3,Elston Howard,,Donruss,Optic,Orange,,,3,est,,
IMG_4893:5,David Ortiz,,Donruss,,Red,,,3,est,,
IMG_4894:1,Jose Altuve,,Panini,Prizm,White Sparkle,,,3,est,,
IMG_4894:3,Eddie Murray,,Topps,Chrome (1955 style),Gold Refractor,,,3,est,,
IMG_4894:4,Javier Baez,,Donruss,,Purple,,,3,est,,
IMG_4899:2,Julius Erving,,Panini,Prizm Legends,Red Cracked Ice,,,3,est,,
IMG_4903:2,Ryan Braun,2019,Topps,,,,,3,est,,
IMG_4904:5,Hamburger SV player (confirm),,Topps,Chrome Wild Jungle,,,,3,est,,
IMG_4905:2,Grant Hill,1996-97,Fleer,Stackhouse's All-Fleer,,,,3,est,,
IMG_4905:3,Jason Kidd,1996-97,Fleer,Hardwood Leader,,,,3,est,,
IMG_4906:3,Travis Kelce,,Topps,Chrome,,,,3,est,,
IMG_4908:1,Arjun Nimmala,,Donruss,Elite Prospects,Orange,,,3,est,,
IMG_4908:2,Ryan Sloan,,Donruss,Elite Prospects,Orange,,,3,est,,
IMG_4908:4,Satchel Paige,,Donruss,,,,,3,est,,
IMG_4909:2,Kirk Gibson,,Topps,Finest Timelines,,,,3,est,,
IMG_4909:3,Brice Turang,,Topps,Finest,,,,3,est,,
IMG_4909:4,Byron Buxton,,Topps,Finest,,,,3,est,,
IMG_4910:2,Hunter Greene,,Topps,Finest,,,,3,est,,
IMG_4910:3,Edwin Diaz,,Topps,Finest Team Finest,,,,3,est,,
IMG_4910:6,Corey Seager,,Topps,Finest,,,,3,est,,
IMG_4911:1,Junior Caminero,,Topps,Finest,,,,3,est,,
IMG_4911:2,Corbin Carroll,,Topps,Finest Team Finest,,,,3,est,,
IMG_4911:3,Pete Crow-Armstrong,,Topps,Finest World's Finest,,,,3,est,,
IMG_4911:4,Nolan Ryan,,Donruss,Elite,,,,3,est,,
IMG_4911:5,Bryce Harper,,Topps,Finest World's Finest,,,,3,est,,
IMG_4911:6,Cal Raleigh,,Topps,Finest Team Finest,,,,3,est,,
IMG_4911:8,Carlos Rodon,,Topps,Finest,,,,3,est,,
IMG_4912:2,Mitch Richmond,,Fleer,Tradition (Heart of Eastern),,,,3,est,,
IMG_4912:3,Gary Payton,,Upper Deck,Pros & Prospects ProActive,,,,3,est,,
IMG_4913:2,Robert Traylor,,Fleer,Tradition,,,,3,est,,
IMG_4913:4,Brandon Ingram,,Panini,Origins,,,,3,est,,
IMG_4913:5,Bill Russell,,Panini,Prizm,Gold,,,3,est,,
IMG_4913:6,Kemba Walker,,Panini,Origins,,,,3,est,,
IMG_4914:1,Dyson Daniels,,Topps,(Round 1 Pick 8),,,,3,est,,
IMG_4914:3,Steve Smith,,Fleer,Tradition Roundball,,,,3,est,,
IMG_4914:4,Roshown McLeod,,Fleer,Tradition Roundball,,,,3,est,,
IMG_4914:5,Ricky Davis,,Fleer,Tradition Roundball,,,,3,est,,
IMG_4914:6,Corey Maggette,,Upper Deck,Hardcourt,,,,3,est,,
IMG_4915:1,Scottie Pippen,,Panini,NBA Hoops Supreme Court,,,,3,est,,
IMG_4915:4,Antawn Jamison,,Upper Deck,Hardcourt,,,,3,est,,
IMG_4916:1,Brent Barry,,Fleer,Tradition Roundball,,,,3,est,,
IMG_4916:2,Jamal Mashburn,,Fleer,Tradition Roundball,,,,3,est,,
IMG_4916:3,Calbert Cheaney,,Fleer,Tradition Roundball,,,,3,est,,
IMG_4916:4,Chris Bosh,,Panini,Prizm,Blue,,,3,est,,
IMG_4916:5,Dirk Nowitzki,,Upper Deck,Pros & Prospects,,,,3,est,,
IMG_4916:6,Robert Traylor,,Fleer,Tradition Roundball,,,,3,est,,
IMG_4917:1,Isaac Austin,,Fleer,Tradition Roundball,,,,3,est,,
IMG_4917:3,Wesley Person,,Fleer,Tradition Roundball,,,,3,est,,
